---,LBS_ID,Name,PosRot,PosX,PosY,PosZ,Content,Zone,Race,Face,Head,Body,Hands,Legs,Feet,Main,Sub,Range,IsVisible
17764474_Otte_Burhiyu,17764474,"Otte Burhiyu","126","88.799","-4.249","97.959","BASE_GAME","Windurst_Woods","Mithra","Mithra_F8B","Mithra_Head_Default","Mithra_Body_Kenpogi","Mithra_Hands_Tekko","Mithra_Legs_Sitabaki","Mithra_Feet_Kyahan","","","","True"
17764475_Baha_Mannohl,17764475,"Baha Mannohl","18","114.774","-3.749","100.670","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Default","Mithra_Body_Kenpogi","Mithra_Hands_Tekko","Mithra_Legs_Sitabaki","Mithra_Feet_Kyahan","","","","True"
17764477_Shikaree_Z,17764477,"Shikaree Z","40","-9.618","2.809","130.205","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Adaman_Celata","Mithra_Body_Adaman_Cuirass","Mithra_Hands_Dragon_Finger_Gauntlets","Mithra_Legs_Ninja_Hakama_NIN_AF1","Mithra_Feet_Dragon_Greaves","","","","True"
17764479_Shikaree_Z,17764479,"Shikaree Z","40","-9.618","2.809","130.205","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Adaman_Celata","Mithra_Body_Adaman_Cuirass","Mithra_Hands_Dragon_Finger_Gauntlets","Mithra_Legs_Ninja_Hakama_NIN_AF1","Mithra_Feet_Dragon_Greaves","","","","True"
17764485_Sunana,17764485,"Sunana","25","-9.227","2.999","-84.000","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1A","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764486_HakaruMarikaru,17764486,"Hakaru-Marikaru","133","-51.175","0.500","-41.538","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764487_OrahiKarapahi,17764487,"Orahi-Karapahi","5","61.322","-4.249","103.008","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2B","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764488_Kototo,17764488,"Kototo","17","65.196","-5.249","186.060","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764489_Umumu,17764489,"Umumu","233","32.575","-5.250","141.372","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764490_Tosh_Hohnay,17764490,"Tosh Hohnay","204","13.966","1.168","-95.581","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1A","Mithra_Head_Default","Mithra_Body_Doublet","Mithra_Hands_Gloves","Mithra_Legs_Brais","Mithra_Feet_Gaiters","","","","True"
17764491_Phub_Bayzarahn,17764491,"Phub Bayzarahn","7","-7.853","2.750","-67.147","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1B","Mithra_Head_Default","Mithra_Body_Mithran_Separates","Mithra_Hands_Mithran_Gauntlets","Mithra_Legs_Mithran_Loincloth","Mithra_Feet_Mithran_Gaiters","","","","True"
17764492_Seno_Zarhin,17764492,"Seno Zarhin","106","-34.526","2.882","-47.803","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Default","Mithra_Body_Doublet","Mithra_Hands_Gloves","Mithra_Legs_Brais","Mithra_Feet_Gaiters","","","","True"
17764493_Cocchi_Ryojhbon,17764493,"Cocchi Ryojhbon","34","2.826","-4.000","-144.870","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1B","Mithra_Head_Default","Mithra_Body_Robe","Mithra_Hands_Cuffs","Mithra_Legs_Slops","Mithra_Feet_Ash_Clogs","","","","True"
17764496_Dazi_Nosuk,17764496,"Dazi Nosuk","184","-49.920","-3.628","21.818","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1A","Mithra_Head_Default","Mithra_Body_Doublet","Mithra_Hands_Gloves","Mithra_Legs_Brais","Mithra_Feet_Gaiters","","","","True"
17764497_Chihpi_Kapirapehro,17764497,"Chihpi Kapirapehro","0","2.282","-4.000","-146.234","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1B","Mithra_Head_Default","Mithra_Body_Mithran_Separates","Mithra_Hands_Mithran_Gauntlets","Mithra_Legs_Mithran_Loincloth","Mithra_Feet_Mithran_Gaiters","","","","True"
17764499_Kohpe_Takhabio,17764499,"Kohpe Takhabio","240","118.679","-5.000","-113.760","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Default","Mithra_Body_Doublet","Mithra_Hands_Gloves","Mithra_Legs_Brais","Mithra_Feet_Gaiters","","","","True"
17764502_Mul_Betreh,17764502,"Mul Betreh","56","14.614","-2.499","4.102","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2A","Mithra_Head_Default","Mithra_Body_Mithran_Separates","Mithra_Hands_Mithran_Gauntlets","Mithra_Legs_Mithran_Loincloth","Mithra_Feet_Mithran_Gaiters","","","","True"
17764503_Tico_Karimakiba,17764503,"Tico Karimakiba","60","105.239","-4.750","177.646","BASE_GAME","Windurst_Woods","Mithra","Mithra_F7A","Mithra_Head_Headgear","Mithra_Body_Doublet","Mithra_Hands_Tekko","Mithra_Legs_Leather_Trousers","Mithra_Feet_Leather_Highboots","","","","True"
17764504_Varun,17764504,"Varun","214","7.800","-2.500","-10.064","BASE_GAME","Windurst_Woods","Hume_Male","Hume_Male_F2A","Hume_Male_Head_Default","Hume_Male_Body_Leather_Vest","Hume_Male_Hands_Leather_Gloves","Hume_Male_Legs_Leather_Trousers","Hume_Male_Feet_Leather_Highboots","","","","True"
17764505_Femardaque,17764505,"Femardaque","56","91.388","-4.440","-51.468","BASE_GAME","Windurst_Woods","Elvaan_Female","Elvaan_Female_F1B","Elvaan_Female_Head_Leather_Bandana","Elvaan_Female_Body_Leather_Vest","Elvaan_Female_Hands_Leather_Gloves","Elvaan_Female_Legs_Leather_Trousers","Elvaan_Female_Feet_Leather_Highboots","","","","True"
17764506_Hlif,17764506,"Hlif","229","140.088","-6.250","-139.616","BASE_GAME","Windurst_Woods","Hume_Female","Hume_Female_F1B","Hume_Female_Head_Leather_Bandana","Hume_Female_Body_Leather_Vest","Hume_Female_Hands_Leather_Gloves","Hume_Female_Legs_Leather_Trousers","Hume_Female_Feet_Leather_Highboots","","","","True"
17764508_Mahoh_Mahborogho,17764508,"Mahoh Mahborogho","0","-51.251","-3.790","73.878","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1A","Mithra_Head_Default","Mithra_Body_Padded_Armor","Mithra_Hands_Iron_Mittens","Mithra_Legs_Iron_Subligar","Mithra_Feet_Leggings","","","","True"
17764524_Uuroro,17764524,"Uuroro","0","-20.674","-2.499","-7.500","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Chainmail","Tarutaru_Hands_Bracers","Tarutaru_Legs_Hose","Tarutaru_Feet_Socks","","","","True"
17764525_Valeriano,17764525,"Valeriano","129","14.850","1.999","-50.267","BASE_GAME","Windurst_Woods","Hume_Male","Hume_Male_F7B","Hume_Male_Head_Default","Hume_Male_Body_Hume_Tunic","Hume_Male_Hands_Iron_Musketeers_Gauntlets","Hume_Male_Legs_Battle_Hose","Hume_Male_Feet_Iron_Musketeers_Sabatons","","","","True"
17764530_Abby_Jalunshi,17764530,"Abby Jalunshi","0","-101.895","-4.000","36.172","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1B","Mithra_Head_Default","Mithra_Body_Padded_Armor","Mithra_Hands_Iron_Mittens","Mithra_Legs_Iron_Subligar","Mithra_Feet_Leggings","","","","True"
17764531_SoniMuni,17764531,"Soni-Muni","241","-17.073","1.749","-59.327","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1A","Tarutaru_Head_Default","Tarutaru_Body_Chainmail","Tarutaru_Hands_Chain_Mittens","Tarutaru_Legs_Chain_Hose","Tarutaru_Feet_Greaves","","","","True"
17764532_Gottah_Maporushanoh,17764532,"Gottah Maporushanoh","159","-19.477","2.374","-59.155","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1B","Mithra_Head_Default","Mithra_Body_Shinobi_Gi","Mithra_Hands_Shinobi_Tekko","Mithra_Legs_Shinobi_Hakama","Mithra_Feet_Shinobi_Kyahan","","","","True"
17764541_MushuhiMetahi,17764541,"Mushuhi-Metahi","187","123.583","-6.250","-136.424","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1A","Tarutaru_Head_Default","Tarutaru_Body_Tarutaru_Kaftan","Tarutaru_Hands_Tarutaru_Mitts","Tarutaru_Legs_Tarutaru_Braccae","Tarutaru_Feet_Tarutaru_Clomps","","","","True"
17764542_PattsuYabittsu,17764542,"Pattsu-Yabittsu","215","105.755","-4.999","-137.295","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Tactician_Magicians_Hat","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Tactician_Magicians_Cuffs","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Tactician_Magicians_Pigaches","","","","True"
17764543_Harara_WW,17764543,"Harara, W.W.","133","106.974","-5.000","-49.121","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2B","Tarutaru_Head_Leather_Bandana","Tarutaru_Body_Leather_Vest","Tarutaru_Hands_Leather_Gloves","Tarutaru_Legs_Leather_Trousers","Tarutaru_Feet_Leather_Highboots","","","","True"
17764561_Panoquieur_TK,17764561,"Panoquieur, T.K.","64","-59.659","0.249","-31.211","BASE_GAME","Windurst_Woods","Elvaan_Male","Elvaan_Male_F3A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17764572_Palyalya,17764572,"Palyalya","124","62.298","-2.499","-128.093","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Default","Tarutaru_Hands_Chain_Mittens","Tarutaru_Legs_Chain_Hose","Tarutaru_Feet_Greaves","","","","True"
17764574_Shikaree_M,17764574,"Shikaree M","62","117.563","-4.203","103.697","BASE_GAME","Windurst_Woods","Mithra","Mithra_F8B","Mithra_Head_Bronze_Cap","Mithra_Body_Padded_Armor","Mithra_Hands_Iron_Mittens","Mithra_Legs_Iron_Subligar","Mithra_Feet_Leggings","","","","True"
17764575_Shantotto,17764575,"Shantotto","19","-232.344","0.038","99.206","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F4A","Tarutaru_Head_Default","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Tactician_Magicians_Cuffs","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Tactician_Magicians_Pigaches","","","","True"
17764578_YoranOran,17764578,"Yoran-Oran","208","-109.987","-13.000","203.338","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F7B","Tarutaru_Head_Tactician_Magicians_Hat","Tarutaru_Body_Gambison","Tarutaru_Hands_Bracers","Tarutaru_Legs_Hose","Tarutaru_Feet_Socks","","","","True"
17764581_Nokkhi_Jinjahl,17764581,"Nokkhi Jinjahl","36","3.306","1.840","-41.601","BASE_GAME","Windurst_Woods","Mithra","Mithra_F1A","Mithra_Head_Default","Mithra_Body_Default","Mithra_Hands_Default","Mithra_Legs_Default","Mithra_Feet_Default","","","","True"
17764583_SamigoPormigo,17764583,"Samigo-Pormigo","34","-9.782","-5.249","-134.432","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F7A","Tarutaru_Head_Protective_Specs","Tarutaru_Body_Boneworkers_Apron","Tarutaru_Hands_Default","Tarutaru_Legs_Default","Tarutaru_Feet_Dragon_Leggings","","","","True"
17764584_Hauh_Colphioh,17764584,"Hauh Colphioh","50","-38.173","-1.250","-113.679","BASE_GAME","Windurst_Woods","Mithra","Mithra_F3A","Mithra_Head_Brego_Helm","Mithra_Body_Weavers_Apron","Mithra_Hands_Bracers","Mithra_Legs_Iron_Subligar","Mithra_Feet_Ash_Clogs","","","","True"
17764585_KopuaMobua_AMAN,17764585,"Kopua-Mobua A.M.A.N.","107","-23.134","2.749","-67.284","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Smilodon_Mask","Tarutaru_Body_Chocobo_Jack_Coat","Tarutaru_Hands_Vagabonds_Gloves","Tarutaru_Legs_Fishermans_Hose","Tarutaru_Feet_Vagabonds_Boots","","","","True"
17764587_Louverance,17764587,"Louverance","126","80.895","-4.249","99.393","BASE_GAME","Windurst_Woods","Elvaan_Male","Elvaan_Male_F2A","Elvaan_Male_Head_Crimson_Mask","Elvaan_Male_Body_Brigandine","Elvaan_Male_Hands_Default","Elvaan_Male_Legs_Hecatomb_Subligar","Elvaan_Male_Feet_Hecatomb_Leggings","","","","True"
17764588_HonoiGomoi,17764588,"Honoi-Gomoi","253","72.000","-4.249","99.600","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Black_Cloak","Tarutaru_Hands_Leather_Gloves","Tarutaru_Legs_Leather_Trousers","Tarutaru_Feet_Leather_Highboots","","","","True"
17764589_Tesch_Garanjy,17764589,"Tesch Garanjy","106","15.127","1.999","-62.394","BASE_GAME","Windurst_Woods","Mithra","Mithra_F4B","Mithra_Head_Default","Mithra_Body_Shade_Harness","Mithra_Hands_Leather_Gloves","Mithra_Legs_Shade_Tights","Mithra_Feet_Leather_Highboots","","","","True"
17764590_Istvan,17764590,"Istvan","97","116.294","-5.000","-98.164","BASE_GAME","Windurst_Woods","Hume_Male","Hume_Male_F3B","Hume_Male_Head_Default","Hume_Male_Body_Black_Cloak","Hume_Male_Hands_Default","Hume_Male_Legs_Slacks","Hume_Male_Feet_Default","","","","True"
17764591_Ibwam,17764591,"Ibwam","142","-25.655","2.749","-60.651","TOAU","Windurst_Woods","Hume_Male","Hume_Male_F5A","Hume_Male_Head_Shaded_Specs","Hume_Male_Body_Shair_Manteel","Hume_Male_Hands_Default","Hume_Male_Legs_Bone_Subligar","Hume_Male_Feet_Shair_Crackows","","","","True"
17764593_Bwi_Kaghonsa,17764593,"Bwi Kaghonsa","61","123.933","-6.250","-120.470","WOTG","Windurst_Woods","Mithra","Mithra_F1A","Mithra_Head_Default","Mithra_Body_Bone_Harness","Mithra_Hands_Bone_Mittens","Mithra_Legs_Bone_Subligar","Mithra_Feet_Bone_Leggings","","","","True"
17764595_ToppiMeppi,17764595,"Toppi-Meppi","188","112.639","-4.999","-139.181","TOAU","Windurst_Woods","Tarutaru","Tarutaru_Female_F2B","Tarutaru_Head_Default","Tarutaru_Body_Chocobo_Jack_Coat","Tarutaru_Hands_Chocobo_Gloves","Tarutaru_Legs_Chocobo_Hose","Tarutaru_Feet_Chocobo_Boots","","","","True"
17764596_Claiborne,17764596,"Claiborne","148","118.929","-5.000","-138.910","BASE_GAME","Windurst_Woods","Hume_Female","Hume_Female_F1A","Hume_Female_Head_Default","Hume_Female_Body_Default","Hume_Female_Hands_Default","Hume_Female_Legs_Default","Hume_Female_Feet_Default","","","","True"
17764599_Zahsa_Syalmhaia,17764599,"Zahsa Syalmhaia","106","13.710","2.422","-83.198","BASE_GAME","Windurst_Woods","Mithra","Mithra_F7A","Mithra_Head_Austere_Hat","Mithra_Body_Scorpion_Breastplate","Mithra_Hands_Scorpion_Gauntlets","Mithra_Legs_Dragon_Subligar","Mithra_Feet_Dragon_Leggings","","","","True"
17764600_Selele,17764600,"Selele","125","106.830","-5.000","-31.527","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F8B","Tarutaru_Head_Default","Tarutaru_Body_Leather_Vest","Tarutaru_Hands_Leather_Gloves","Tarutaru_Legs_Leather_Trousers","Tarutaru_Feet_Leather_Highboots","","","","True"
17764602_Voidwatch_Purveyor,17764602,"Voidwatch Purveyor","64","105.000","-5.000","-19.000","VOIDWATCH","Windurst_Woods","Tarutaru","Tarutaru_Female_F7A","Tarutaru_Head_Circlet","Tarutaru_Body_Iron_Musketeers_Cuirass","Tarutaru_Hands_Royal_Squires_Mufflers","Tarutaru_Legs_Cuisses","Tarutaru_Feet_Plate_Leggings","","","","True"
17764603_Fhelm_Jobeizat,17764603,"Fhelm Jobeizat","219","89.049","-4.108","-46.195","BASE_GAME","Windurst_Woods","Mithra","Mithra_F2B","Mithra_Head_Tactician_Magicians_Hat","Mithra_Body_Scorpion_Harness","Mithra_Hands_Hecatomb_Mittens","Mithra_Legs_Dragon_Subligar","Mithra_Feet_Hecatomb_Leggings","","","","True"
17764605_AMAN_Reclaimer,17764605,"A.M.A.N. Reclaimer","219","87.500","-3.910","-44.710","SOA","Windurst_Woods","Mithra","Mithra_F3A","Mithra_Head_Brego_Helm","Mithra_Body_Chocobo_Jack_Coat","Mithra_Hands_Vagabonds_Gloves","Mithra_Legs_Fishermans_Hose","Mithra_Feet_Vagabonds_Boots","","","","True"
17764608_TeldroKesdrodo,17764608,"Teldro-Kesdrodo","19","96.900","-5.230","-25.379","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F5B","Tarutaru_Head_Carapace_Helm","Tarutaru_Body_Carapace_Breastplate","Tarutaru_Hands_Carapace_Gauntlets","Tarutaru_Legs_Triplus_Subligar","Tarutaru_Legs_Invisible","","","","True"
17764609_Yonolala,17764609,"Yonolala","19","97.519","-5.270","-24.069","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F8A","Tarutaru_Head_Scorpion_Helm","Tarutaru_Body_Scorpion_Breastplate","Tarutaru_Hands_Scorpion_Gauntlets","Tarutaru_Legs_Teutates_Subligar","Tarutaru_Feet_Leather_Highboots","","","","True"
17764623_Valentione_Single,17764623,"Valentione Single","244","-9.000","3.000","-62.000","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Federation_Aketon","Tarutaru_Hands_Default","Tarutaru_Legs_Errant_Slops","Tarutaru_Feet_Errant_Pigaches","","","","True"
17764624_Valentione_Single,17764624,"Valentione Single","11","-59.000","1.000","-53.000","BASE_GAME","Windurst_Woods","Galka","Galka_F2B","Galka_Head_Sipahi_Turban","Galka_Body_Darksteel_Cuirass","Galka_Hands_Leather_Gloves","Galka_Legs_Zodiac_Subligar","Galka_Feet_Vagabonds_Boots","","","","True"
17764625_Valentione_Single,17764625,"Valentione Single","129","97.500","-5.000","116.000","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F5A","Tarutaru_Head_Default","Tarutaru_Body_Bison_Jacket","Tarutaru_Hands_Tiger_Gloves","Tarutaru_Legs_Tiger_Trousers","Tarutaru_Feet_Tiger_Ledelsens","","","","True"
17764626_Valentione_Single,17764626,"Valentione Single","255","59.600","-5.000","42.000","BASE_GAME","Windurst_Woods","Mithra","Mithra_F7A","Mithra_Head_Default","Mithra_Body_Scorpion_Harness","Mithra_Hands_Coral_Mittens","Mithra_Legs_Coral_Subligar","Mithra_Feet_Fighters_Calligae_WAR_AF1","","","","True"
17764627_Chabobo,17764627,"Chabobo","0","119.000","-5.000","-105.250","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F6A","Tarutaru_Head_Magnifying_Specs","Tarutaru_Body_Errant_Houppelande","Tarutaru_Hands_Errant_Cuffs","Tarutaru_Legs_Errant_Slops","Tarutaru_Feet_Errant_Pigaches","","","","True"
17764688_Eggsperiment_H,17764688,"Eggsperiment H","0","-105.500","-5.250","35.500","BASE_GAME","Windurst_Woods","Hume_Female","Hume_Female_Mannequin","Hume_Female_Head_Rabbit_cap","Hume_Female_Body_Federation_Aketon","Hume_Female_Hands_Bracers","Hume_Female_Legs_Hose","Hume_Female_Feet_Socks","","","","True"
17764689_Eggsperiment_A,17764689,"Eggsperiment A","0","-105.500","-5.250","44.500","BASE_GAME","Windurst_Woods","Mithra","Mithra_Mannequin","Mithra_Head_Shobuhouou_Kabuto","Mithra_Body_Federation_Aketon","Mithra_Hands_Bracers","Mithra_Legs_Hose","Mithra_Feet_Socks","","","","True"
17764690_Eggsperiment_R,17764690,"Eggsperiment R","127","106.500","-5.000","-33.200","BASE_GAME","Windurst_Woods","Elvaan_Male","Elvaan_Male_Mannequin","Elvaan_Male_Head_Rabbit_cap","Elvaan_Male_Body_Federation_Aketon","Elvaan_Male_Hands_Bracers","Elvaan_Male_Legs_Hose","Elvaan_Male_Feet_Socks","","","","True"
17764691_Eggsperiment_E,17764691,"Eggsperiment E","127","106.500","-5.000","-46.800","BASE_GAME","Windurst_Woods","Elvaan_Female","Elvaan_Female_Mannequin","Elvaan_Female_Head_Rabbit_cap","Elvaan_Female_Body_Federation_Aketon","Elvaan_Female_Hands_Bracers","Elvaan_Female_Legs_Hose","Elvaan_Female_Feet_Socks","","","","True"
17764721_RokorMakor,17764721,"Rokor-Makor","245","108.460","-5.000","-124.548","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F3B","Tarutaru_Head_Hachimaki","Tarutaru_Body_Fishermans_Tunica","Tarutaru_Hands_Fishermans_Gloves","Tarutaru_Legs_Fishermans_Hose","Tarutaru_Feet_Fishermans_Boots","","","","True"
17764743_Ensemble_Maven,17764743,"Ensemble Maven","240","0.031","3.000","-61.196","BASE_GAME","Windurst_Woods","Mithra","Mithra_F7A","Mithra_Head_Aress_Mask","Mithra_Body_Jubilee_Shirt","Mithra_Hands_Default","Mithra_Legs_Track_pants","Mithra_Feet_Default","","","","True"
17764745_Fashionista,17764745,"Fashionista","240","1.734","3.000","-56.161","BASE_GAME","Windurst_Woods","Mithra","Mithra_Mannequin","Mithra_Head_Default","Mithra_Body_Default","Mithra_Hands_Default","Mithra_Legs_Default","Mithra_Feet_Default","","","","True"
17764746_Fashionista,17764746,"Fashionista","240","1.884","3.000","-57.830","BASE_GAME","Windurst_Woods","Mithra","Mithra_Mannequin","Mithra_Head_Default","Mithra_Body_Default","Mithra_Hands_Default","Mithra_Legs_Default","Mithra_Feet_Default","","","","True"
17764747_Fashionista,17764747,"Fashionista","240","0.659","3.000","-54.874","BASE_GAME","Windurst_Woods","Mithra","Mithra_Mannequin","Mithra_Head_Default","Mithra_Body_Default","Mithra_Hands_Default","Mithra_Legs_Default","Mithra_Feet_Default","","","","True"
17764763_RokorMakor,17764763,"Rokor-Makor","245","108.460","-5.000","-124.548","BASE_GAME","Windurst_Woods","Tarutaru","Tarutaru_Female_F3B","Tarutaru_Head_Dream_Hat","Tarutaru_Body_Dream_Robe","Tarutaru_Hands_Dream_Mittens","Tarutaru_Legs_Dream_Pants","Tarutaru_Feet_Dream_Boots","","","","True"
17764794_Wetata,17764794,"Wetata","64","-23.825","2.533","-44.567","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F2B","Tarutaru_Head_Quiahuiz_Helm","Tarutaru_Body_Battle_Jupon","Tarutaru_Hands_Choral_Cuffs_BRD_AF1","Tarutaru_Legs_Usukane_Hizayoroi","Tarutaru_Feet_Noct_Gaiters","","","","True"
17764827_AMAN_Validator,17764827,"A.M.A.N. Validator","236","89.900","-4.200","-47.630","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F4A","Tarutaru_Head_Magnifying_Specs","Tarutaru_Body_Chocobo_Jack_Coat","Tarutaru_Hands_Vagabonds_Gloves","Tarutaru_Legs_Fishermans_Hose","Tarutaru_Feet_Vagabonds_Boots","","","","True"
17764829_AMAN_Liaison,17764829,"A.M.A.N. Liaison","128","-83.170","-5.260","26.280","SOA","Windurst_Woods","Tarutaru","Tarutaru_Female_F5B","Tarutaru_Head_Magnifying_Specs","Tarutaru_Body_Chocobo_Jack_Coat","Tarutaru_Hands_Vagabonds_Gloves","Tarutaru_Legs_Fishermans_Hose","Tarutaru_Feet_Vagabonds_Boots","","","","True"
17768462_PompiRompi,17768462,"Pompi-Rompi","212","-6.719","0.249","24.768","ABYSSEA","Heavens_Tower","Tarutaru","Tarutaru_Female_F4B","Tarutaru_Head_Circlet","Tarutaru_Body_Justaucorps","Tarutaru_Hands_Evokers_Bracers_SMN_AF1","Tarutaru_Legs_Evokers_Spats_SMN_AF1","Tarutaru_Feet_Evokers_Pigaches_SMN_AF1","","","","True"
17768463_Mhabi_Molkot,17768463,"Mhabi Molkot","194","-3.767","0.499","23.920","BASE_GAME","Heavens_Tower","Mithra","Mithra_F2B","Mithra_Head_Default","Mithra_Body_Ninja_Chainmail_NIN_AF1","Mithra_Hands_Kote","Mithra_Legs_Ninja_Hakama_NIN_AF1","Mithra_Feet_SuneAte","","","","True"
17768466_Kupipi,17768466,"Kupipi","64","2.050","0.000","32.400","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F1A","Tarutaru_Head_Default","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Tactician_Magicians_Cuffs","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Tactician_Magicians_Pigaches","","","","True"
17768467_Kupipi,17768467,"Kupipi","64","2.050","0.000","32.400","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F1A","Tarutaru_Head_Default","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Tactician_Magicians_Cuffs","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Tactician_Magicians_Pigaches","","","","True"
17768468_Tayaya,17768468,"Tayaya","149","-8.458","0.249","36.934","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Robe","Tarutaru_Hands_Cuffs","Tarutaru_Legs_Slops","Tarutaru_Feet_Ash_Clogs","","","","True"
17768469_UruberoMohbero,17768469,"Urubero-Mohbero","183","7.075","0.499","29.333","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F1B","Tarutaru_Head_Default","Tarutaru_Body_Robe","Tarutaru_Hands_Cuffs","Tarutaru_Legs_Slops","Tarutaru_Feet_Ash_Clogs","","","","True"
17768473_Gamimi,17768473,"Gamimi","81","4.190","0.000","32.576","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Tunic","Tarutaru_Hands_Mitts","Tarutaru_Legs_Slacks","Tarutaru_Feet_Solea","","","","True"
17768474_RakanoMarukano,17768474,"Rakano-Marukano","68","6.174","0.000","32.285","BASE_GAME","Heavens_Tower","Tarutaru","Tarutaru_Female_F2A","Tarutaru_Head_Default","Tarutaru_Body_Tunic","Tarutaru_Hands_Mitts","Tarutaru_Legs_Slacks","Tarutaru_Feet_Solea","","","","True"
