---,Level,Name,Description,Slot,Mesh,Race
Tarutaru_Body_Moogle_Shirt_m,"1","Moogle Shirt (m)","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Moogle_Shirt_m/Moogle_Shirt_m.Moogle_Shirt_m'","Tarutaru"
Tarutaru_Body_Moogle_Shirt_f,"1","Moogle Shirt (f)","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Moogle_Shirt_f/Moogle_Shirt_f.Moogle_Shirt_f'","Tarutaru"
Tarutaru_Body_Poroggo_Cassock,"1","Poroggo Cassock","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Poroggo_Cassock/Poroggo_Cassock.Poroggo_Cassock'","Tarutaru"
Tarutaru_Body_Morbol_Apron,"1","Morbol Apron","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Morbol_Apron/Morbol_Apron.Morbol_Apron'","Tarutaru"
Tarutaru_Body_Unknown_Taru_Robe,"1","Unknown Taru Robe","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Unknown_Taru_Robe/Unknown_Taru_Robe.Unknown_Taru_Robe'","Tarutaru"
Tarutaru_Body_Esthetes_Coat,"1","Esthete's Coat","","Body","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Body/Esthetes_Coat/Esthetes_Coat.Esthetes_Coat'","Tarutaru"
Tarutaru_Feet_Default,"1","None","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Default/Default.Default'","Tarutaru"
Tarutaru_Feet_Invisible,"1","Invisible","","Feet","None","Tarutaru"
Tarutaru_Feet_Leather_Highboots,"1","Leather Highboots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Leather_Highboots/Leather_Highboots.Leather_Highboots'","Tarutaru"
Tarutaru_Feet_Plate_Leggings,"1","Plate Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Plate_Leggings/Plate_Leggings.Plate_Leggings'","Tarutaru"
Tarutaru_Feet_Solea,"1","Solea","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Solea/Solea.Solea'","Tarutaru"
Tarutaru_Feet_Shinobi_Kyahan,"1","Shinobi Kyahan","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Shinobi_Kyahan/Shinobi_Kyahan.Shinobi_Kyahan'","Tarutaru"
Tarutaru_Feet_Greaves,"1","Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Greaves/Greaves.Greaves'","Tarutaru"
Tarutaru_Feet_Lizard_Ledelsens,"1","Lizard Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Lizard_Ledelsens/Lizard_Ledelsens.Lizard_Ledelsens'","Tarutaru"
Tarutaru_Feet_Raptor_Ledelsens,"1","Raptor Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Raptor_Ledelsens/Raptor_Ledelsens.Raptor_Ledelsens'","Tarutaru"
Tarutaru_Feet_Tarutaru_Clomps,"1","Tarutaru Clomps","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Tarutaru_Clomps/Tarutaru_Clomps.Tarutaru_Clomps'","Tarutaru"
Tarutaru_Feet_SuneAte,"1","Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/SuneAte/SuneAte.SuneAte'","Tarutaru"
Tarutaru_Feet_Shoes,"1","Shoes","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Shoes/Shoes.Shoes'","Tarutaru"
Tarutaru_Feet_Moccasins,"1","Moccasins","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Moccasins/Moccasins.Moccasins'","Tarutaru"
Tarutaru_Feet_Royal_Squires_Sollerets,"1","Royal Squire's Sollerets","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Royal_Squires_Sollerets/Royal_Squires_Sollerets.Royal_Squires_Sollerets'","Tarutaru"
Tarutaru_Feet_Royal_Knights_Sollerets,"1","Royal Knight's Sollerets","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Royal_Knights_Sollerets/Royal_Knights_Sollerets.Royal_Knights_Sollerets'","Tarutaru"
Tarutaru_Feet_Leggings,"1","Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Leggings/Leggings.Leggings'","Tarutaru"
Tarutaru_Feet_Bronze_Leggings,"1","Bronze Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Bronze_Leggings/Bronze_Leggings.Bronze_Leggings'","Tarutaru"
Tarutaru_Feet_Bone_Leggings,"1","Bone Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Bone_Leggings/Bone_Leggings.Bone_Leggings'","Tarutaru"
Tarutaru_Feet_Kyahan,"1","Kyahan","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Kyahan/Kyahan.Kyahan'","Tarutaru"
Tarutaru_Feet_Chestnut_Sabots,"1","Chestnut Sabots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Chestnut_Sabots/Chestnut_Sabots.Chestnut_Sabots'","Tarutaru"
Tarutaru_Feet_Tactician_Magicians_Pigaches,"1","Tactician Magician's Pigaches","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Tactician_Magicians_Pigaches/Tactician_Magicians_Pigaches.Tactician_Magicians_Pigaches'","Tarutaru"
Tarutaru_Feet_Ash_Clogs,"1","Ash Clogs","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Ash_Clogs/Ash_Clogs.Ash_Clogs'","Tarutaru"
Tarutaru_Feet_Gaiters,"1","Gaiters","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Gaiters/Gaiters.Gaiters'","Tarutaru"
Tarutaru_Feet_Darksteel_Sabatons,"1","Darksteel Sabatons","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Darksteel_Sabatons/Darksteel_Sabatons.Darksteel_Sabatons'","Tarutaru"
Tarutaru_Feet_Socks,"1","Socks","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Socks/Socks.Socks'","Tarutaru"
Tarutaru_Feet_Battle_Boots,"1","Battle Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Battle_Boots/Battle_Boots.Battle_Boots'","Tarutaru"
Tarutaru_Feet_Iron_Musketeers_Sabatons,"1","Iron Musketeer's Sabatons","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Iron_Musketeers_Sabatons/Iron_Musketeers_Sabatons.Iron_Musketeers_Sabatons'","Tarutaru"
Tarutaru_Feet_Centurions_Greaves,"1","Centurion's Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Centurions_Greaves/Centurions_Greaves.Centurions_Greaves'","Tarutaru"
Tarutaru_Feet_Gavial_Greaves,"1","Gavial Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Gavial_Greaves/Gavial_Greaves.Gavial_Greaves'","Tarutaru"
Tarutaru_Feet_Scale_Greaves,"1","Scale Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Scale_Greaves/Scale_Greaves.Scale_Greaves'","Tarutaru"
Tarutaru_Feet_Mythril_Leggings,"1","Mythril Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Mythril_Leggings/Mythril_Leggings.Mythril_Leggings'","Tarutaru"
Tarutaru_Feet_Wonder_Clomps,"1","Wonder Clomps","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Wonder_Clomps/Wonder_Clomps.Wonder_Clomps'","Tarutaru"
Tarutaru_Feet_Fighters_Calligae_WAR_AF1,"1","Fighter's Calligae (WAR AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Fighters_Calligae_WAR_AF1/Fighters_Calligae_WAR_AF1.Fighters_Calligae_WAR_AF1'","Tarutaru"
Tarutaru_Feet_Temple_Hose_MNK_AF1,"1","Temple Hose (MNK AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Temple_Hose_MNK_AF1/Temple_Hose_MNK_AF1.Temple_Hose_MNK_AF1'","Tarutaru"
Tarutaru_Feet_Healers_Duckbills_WHM_AF1,"1","Healer's Duckbills (WHM AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Healers_Duckbills_WHM_AF1/Healers_Duckbills_WHM_AF1.Healers_Duckbills_WHM_AF1'","Tarutaru"
Tarutaru_Feet_Wizards_Sabots_BLM_AF1,"1","Wizard's Sabots (BLM AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Wizards_Sabots_BLM_AF1/Wizards_Sabots_BLM_AF1.Wizards_Sabots_BLM_AF1'","Tarutaru"
Tarutaru_Feet_Warlocks_Boots_RDM_AF1,"1","Warlock's Boots (RDM AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Warlocks_Boots_RDM_AF1/Warlocks_Boots_RDM_AF1.Warlocks_Boots_RDM_AF1'","Tarutaru"
Tarutaru_Feet_Rogues_Poulaines_THF_AF1,"1","Rogue's Poulaines (THF AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Rogues_Poulaines_THF_AF1/Rogues_Poulaines_THF_AF1.Rogues_Poulaines_THF_AF1'","Tarutaru"
Tarutaru_Feet_Gallant_Leggings_PLD_AF1,"1","Gallant Leggings (PLD AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Gallant_Leggings_PLD_AF1/Gallant_Leggings_PLD_AF1.Gallant_Leggings_PLD_AF1'","Tarutaru"
Tarutaru_Feet_Chaos_Sollerets_DRK_AF1,"1","Chaos Sollerets (DRK AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Chaos_Sollerets_DRK_AF1/Chaos_Sollerets_DRK_AF1.Chaos_Sollerets_DRK_AF1'","Tarutaru"
Tarutaru_Feet_Beast_Gaiters_BST_AF1,"1","Beast Gaiters (BST AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Beast_Gaiters_BST_AF1/Beast_Gaiters_BST_AF1.Beast_Gaiters_BST_AF1'","Tarutaru"
Tarutaru_Feet_Choral_Slippers_BRD_AF1,"1","Choral Slippers (BRD AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Choral_Slippers_BRD_AF1/Choral_Slippers_BRD_AF1.Choral_Slippers_BRD_AF1'","Tarutaru"
Tarutaru_Feet_Hunters_Socks_RNG_AF1,"1","Hunter's Socks (RNG AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Hunters_Socks_RNG_AF1/Hunters_Socks_RNG_AF1.Hunters_Socks_RNG_AF1'","Tarutaru"
Tarutaru_Feet_Myochin_SuneAte_SAM_AF1,"1","Myochin Sune-Ate (SAM AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Myochin_SuneAte_SAM_AF1/Myochin_SuneAte_SAM_AF1.Myochin_SuneAte_SAM_AF1'","Tarutaru"
Tarutaru_Feet_Ninja_Kyahan_NIN_AF1,"1","Ninja Kyahan (NIN AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Ninja_Kyahan_NIN_AF1/Ninja_Kyahan_NIN_AF1.Ninja_Kyahan_NIN_AF1'","Tarutaru"
Tarutaru_Feet_Drachen_Greaves_DRG_AF1,"1","Drachen Greaves (DRG AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Drachen_Greaves_DRG_AF1/Drachen_Greaves_DRG_AF1.Drachen_Greaves_DRG_AF1'","Tarutaru"
Tarutaru_Feet_Evokers_Pigaches_SMN_AF1,"1","Evoker's Pigaches (SMN AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Evokers_Pigaches_SMN_AF1/Evokers_Pigaches_SMN_AF1.Evokers_Pigaches_SMN_AF1'","Tarutaru"
Tarutaru_Feet_Magus_Charuqs_BLU_AF1,"1","Magus Charuqs (BLU AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Magus_Charuqs_BLU_AF1/Magus_Charuqs_BLU_AF1.Magus_Charuqs_BLU_AF1'","Tarutaru"
Tarutaru_Feet_Corsairs_Bottes_COR_AF1,"1","Corsair's Bottes (COR AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Corsairs_Bottes_COR_AF1/Corsairs_Bottes_COR_AF1.Corsairs_Bottes_COR_AF1'","Tarutaru"
Tarutaru_Feet_Puppetry_Babouches_PUP_AF1,"1","Puppetry Babouches (PUP AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Puppetry_Babouches_PUP_AF1/Puppetry_Babouches_PUP_AF1.Puppetry_Babouches_PUP_AF1'","Tarutaru"
Tarutaru_Feet_Dancers_Shoes_m_DNC_AF1,"1","Dancer's Shoes (m) (DNC AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Dancers_Shoes_m_DNC_AF1/Dancers_Shoes_m_DNC_AF1.Dancers_Shoes_m_DNC_AF1'","Tarutaru"
Tarutaru_Feet_Dancers_Shoes_f_DNC_AF1,"1","Dancer's Shoes (f) (DNC AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Dancers_Shoes_f_DNC_AF1/Dancers_Shoes_f_DNC_AF1.Dancers_Shoes_f_DNC_AF1'","Tarutaru"
Tarutaru_Feet_Scholars_Loafers_SCH_AF1,"1","Scholar's Loafers (SCH AF1)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Scholars_Loafers_SCH_AF1/Scholars_Loafers_SCH_AF1.Scholars_Loafers_SCH_AF1'","Tarutaru"
Tarutaru_Feet_Tiger_Ledelsens,"1","Tiger Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Tiger_Ledelsens/Tiger_Ledelsens.Tiger_Ledelsens'","Tarutaru"
Tarutaru_Feet_Iron_Greaves,"1","Iron Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Iron_Greaves/Iron_Greaves.Iron_Greaves'","Tarutaru"
Tarutaru_Feet_Steel_Greaves,"1","Steel Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Steel_Greaves/Steel_Greaves.Steel_Greaves'","Tarutaru"
Tarutaru_Feet_Coeurl_Ledelsens,"1","Coeurl Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Coeurl_Ledelsens/Coeurl_Ledelsens.Coeurl_Ledelsens'","Tarutaru"
Tarutaru_Feet_Adaman_Sabatons,"1","Adaman Sabatons","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Adaman_Sabatons/Adaman_Sabatons.Adaman_Sabatons'","Tarutaru"
Tarutaru_Feet_Coral_Leggings,"1","Coral Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Coral_Leggings/Coral_Leggings.Coral_Leggings'","Tarutaru"
Tarutaru_Feet_Nobles_Pumps,"1","Noble's Pumps","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Nobles_Pumps/Nobles_Pumps.Nobles_Pumps'","Tarutaru"
Tarutaru_Feet_Thick_Sollerets,"1","Thick Sollerets","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Thick_Sollerets/Thick_Sollerets.Thick_Sollerets'","Tarutaru"
Tarutaru_Feet_Arhats_SuneAte,"1","Arhat's Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Arhats_SuneAte/Arhats_SuneAte.Arhats_SuneAte'","Tarutaru"
Tarutaru_Feet_Dragon_Greaves,"1","Dragon Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Dragon_Greaves/Dragon_Greaves.Dragon_Greaves'","Tarutaru"
Tarutaru_Feet_Rasetsu_SuneAte,"1","Rasetsu Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Rasetsu_SuneAte/Rasetsu_SuneAte.Rasetsu_SuneAte'","Tarutaru"
Tarutaru_Feet_Crimson_Greaves,"1","Crimson Greaves","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Crimson_Greaves/Crimson_Greaves.Crimson_Greaves'","Tarutaru"
Tarutaru_Feet_Adaman_Sollerets,"1","Adaman Sollerets","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Adaman_Sollerets/Adaman_Sollerets.Adaman_Sollerets'","Tarutaru"
Tarutaru_Feet_Ogre_Ledelsens,"1","Ogre Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Ogre_Ledelsens/Ogre_Ledelsens.Ogre_Ledelsens'","Tarutaru"
Tarutaru_Feet_Koenig_Schuhs,"1","Koenig Schuhs","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Koenig_Schuhs/Koenig_Schuhs.Koenig_Schuhs'","Tarutaru"
Tarutaru_Feet_War_Boots,"1","War Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/War_Boots/War_Boots.War_Boots'","Tarutaru"
Tarutaru_Feet_Yasha_SuneAte,"1","Yasha Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Yasha_SuneAte/Yasha_SuneAte.Yasha_SuneAte'","Tarutaru"
Tarutaru_Feet_Suzakus_SuneAte,"1","Suzaku's Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Suzakus_SuneAte/Suzakus_SuneAte.Suzakus_SuneAte'","Tarutaru"
Tarutaru_Feet_Hecatomb_Leggings,"1","Hecatomb Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Hecatomb_Leggings/Hecatomb_Leggings.Hecatomb_Leggings'","Tarutaru"
Tarutaru_Feet_Errant_Pigaches,"1","Errant Pigaches","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Errant_Pigaches/Errant_Pigaches.Errant_Pigaches'","Tarutaru"
Tarutaru_Feet_Fishermans_Boots,"1","Fisherman's Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Fishermans_Boots/Fishermans_Boots.Fishermans_Boots'","Tarutaru"
Tarutaru_Feet_Chocobo_Boots,"1","Chocobo Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Chocobo_Boots/Chocobo_Boots.Chocobo_Boots'","Tarutaru"
Tarutaru_Feet_Vagabonds_Boots,"1","Vagabond's Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Vagabonds_Boots/Vagabonds_Boots.Vagabonds_Boots'","Tarutaru"
Tarutaru_Feet_Field_Boots,"1","Field Boots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Field_Boots/Field_Boots.Field_Boots'","Tarutaru"
Tarutaru_Feet_Shura_SuneAte,"1","Shura Sune-Ate","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Shura_SuneAte/Shura_SuneAte.Shura_SuneAte'","Tarutaru"
Tarutaru_Feet_Zenith_Pumps,"1","Zenith Pumps","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Zenith_Pumps/Zenith_Pumps.Zenith_Pumps'","Tarutaru"
Tarutaru_Feet_Dusk_Ledelsens,"1","Dusk Ledelsens","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Dusk_Ledelsens/Dusk_Ledelsens.Dusk_Ledelsens'","Tarutaru"
Tarutaru_Feet_Dragon_Leggings,"1","Dragon Leggings","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Dragon_Leggings/Dragon_Leggings.Dragon_Leggings'","Tarutaru"
Tarutaru_Feet_Warriors_Calligae_WAR_AF2,"1","Warrior's Calligae (WAR AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Warriors_Calligae_WAR_AF2/Warriors_Calligae_WAR_AF2.Warriors_Calligae_WAR_AF2'","Tarutaru"
Tarutaru_Feet_Melee_Gaiters_MNK_AF2,"1","Melee Gaiters (MNK AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Melee_Gaiters_MNK_AF2/Melee_Gaiters_MNK_AF2.Melee_Gaiters_MNK_AF2'","Tarutaru"
Tarutaru_Feet_Clerics_Duckbills_WHM_AF2,"1","Cleric's Duckbills (WHM AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Clerics_Duckbills_WHM_AF2/Clerics_Duckbills_WHM_AF2.Clerics_Duckbills_WHM_AF2'","Tarutaru"
Tarutaru_Feet_Sorcerers_Sabots_BLM_AF2,"1","Sorcerer's Sabots (BLM AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Sorcerers_Sabots_BLM_AF2/Sorcerers_Sabots_BLM_AF2.Sorcerers_Sabots_BLM_AF2'","Tarutaru"
Tarutaru_Feet_Duelists_Boots_RDM_AF2,"1","Duelist's Boots (RDM AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Duelists_Boots_RDM_AF2/Duelists_Boots_RDM_AF2.Duelists_Boots_RDM_AF2'","Tarutaru"
Tarutaru_Feet_Assassins_Poulaines_THF_AF2,"1","Assassin's Poulaines (THF AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Assassins_Poulaines_THF_AF2/Assassins_Poulaines_THF_AF2.Assassins_Poulaines_THF_AF2'","Tarutaru"
Tarutaru_Feet_Valor_Leggings_PLD_AF2,"1","Valor Leggings (PLD AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Valor_Leggings_PLD_AF2/Valor_Leggings_PLD_AF2.Valor_Leggings_PLD_AF2'","Tarutaru"
Tarutaru_Feet_Abyss_Sollerets_DRK_AF2,"1","Abyss Sollerets (DRK AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Abyss_Sollerets_DRK_AF2/Abyss_Sollerets_DRK_AF2.Abyss_Sollerets_DRK_AF2'","Tarutaru"
Tarutaru_Feet_Monster_Gaiters_BST_AF2,"1","Monster Gaiters (BST AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Monster_Gaiters_BST_AF2/Monster_Gaiters_BST_AF2.Monster_Gaiters_BST_AF2'","Tarutaru"
Tarutaru_Feet_Bards_Slippers_BRD_AF2,"1","Bard's Slippers (BRD AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Bards_Slippers_BRD_AF2/Bards_Slippers_BRD_AF2.Bards_Slippers_BRD_AF2'","Tarutaru"
Tarutaru_Feet_Scouts_Socks_RNG_AF2,"1","Scout's Socks (RNG AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Scouts_Socks_RNG_AF2/Scouts_Socks_RNG_AF2.Scouts_Socks_RNG_AF2'","Tarutaru"
Tarutaru_Feet_Saotome_SuneAte_SAM_AF2,"1","Saotome Sune-Ate (SAM AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Saotome_SuneAte_SAM_AF2/Saotome_SuneAte_SAM_AF2.Saotome_SuneAte_SAM_AF2'","Tarutaru"
Tarutaru_Feet_Koga_Kyahan_NIN_AF2,"1","Koga Kyahan (NIN AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Koga_Kyahan_NIN_AF2/Koga_Kyahan_NIN_AF2.Koga_Kyahan_NIN_AF2'","Tarutaru"
Tarutaru_Feet_Wyrm_Greaves_DRG_AF2,"1","Wyrm Greaves (DRG AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Wyrm_Greaves_DRG_AF2/Wyrm_Greaves_DRG_AF2.Wyrm_Greaves_DRG_AF2'","Tarutaru"
Tarutaru_Feet_Summoners_Pigaches_SMN_AF2,"1","Summoner's Pigaches (SMN AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Summoners_Pigaches_SMN_AF2/Summoners_Pigaches_SMN_AF2.Summoners_Pigaches_SMN_AF2'","Tarutaru"
Tarutaru_Feet_Mirage_Charuqs_BLU_AF2,"1","Mirage Charuqs (BLU AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Mirage_Charuqs_BLU_AF2/Mirage_Charuqs_BLU_AF2.Mirage_Charuqs_BLU_AF2'","Tarutaru"
Tarutaru_Feet_Commodore_Bottes_COR_AF2,"1","Commodore Bottes (COR AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Commodore_Bottes_COR_AF2/Commodore_Bottes_COR_AF2.Commodore_Bottes_COR_AF2'","Tarutaru"
Tarutaru_Feet_Pantin_Babouches_PUP_AF2,"1","Pantin Babouches (PUP AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Pantin_Babouches_PUP_AF2/Pantin_Babouches_PUP_AF2.Pantin_Babouches_PUP_AF2'","Tarutaru"
Tarutaru_Feet_Etoile_Shoes_m_DNC_AF2,"1","Etoile Shoes (m) (DNC AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Etoile_Shoes_m_DNC_AF2/Etoile_Shoes_m_DNC_AF2.Etoile_Shoes_m_DNC_AF2'","Tarutaru"
Tarutaru_Feet_Etoile_Shoes_f_DNC_AF2,"1","Etoile Shoes (f) (DNC AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Etoile_Shoes_f_DNC_AF2/Etoile_Shoes_f_DNC_AF2.Etoile_Shoes_f_DNC_AF2'","Tarutaru"
Tarutaru_Feet_Argute_Loafers_SCH_AF2,"1","Argute Loafers (SCH AF2)","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Argute_Loafers_SCH_AF2/Argute_Loafers_SCH_AF2.Argute_Loafers_SCH_AF2'","Tarutaru"
Tarutaru_Feet_Austere_Sabots,"1","Austere Sabots","","Feet","SkeletalMesh'/Game/FF11/Characters/Gear/Tarutaru/Feet/Austere_Sabots/Austere_Sabots.Austere_Sabots'","Tarutaru"
